"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: compute","Param: count","Param: cpu","Param: items","Param: maxConcurrency","Param: parallelism","Param: size","Param: times","Param: work"
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated","thrpt",1,1,361.485641,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated","thrpt",1,1,34.190819,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain","thrpt",1,1,108503418.649748,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain","thrpt",1,1,9632425.807163,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain","thrpt",1,1,2438510.806669,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain","thrpt",1,1,316339.952343,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain","thrpt",1,1,33906.943532,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain","thrpt",1,1,3386.789959,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain","thrpt",1,1,300.063068,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,37224629.423006,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,1762861.526872,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,180202.590939,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,17668.956351,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,1588.161274,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,168.891516,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,17.145532,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,10414821.675876,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,2899798.274380,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,311146.125344,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,36463.322223,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,3538.837603,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,329.738025,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,33.181563,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,99247385.954440,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,9740063.000255,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,2513903.745008,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,318297.090488,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,33122.391755,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,3210.710588,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,341.706890,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableConvert","thrpt",1,1,28478407.075701,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableConvert","thrpt",1,1,1514126.186303,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableConvert","thrpt",1,1,152993.578003,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableConvert","thrpt",1,1,16036.520009,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableConvert","thrpt",1,1,1603.191807,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableConvert","thrpt",1,1,125.501316,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableConvert","thrpt",1,1,8.740968,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated","thrpt",1,1,9129128.789912,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated","thrpt",1,1,2341175.954184,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated","thrpt",1,1,268520.827111,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated","thrpt",1,1,27432.273562,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated","thrpt",1,1,2835.148606,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated","thrpt",1,1,271.901554,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated","thrpt",1,1,19.461866,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain","thrpt",1,1,40517311.950512,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain","thrpt",1,1,4242995.356888,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain","thrpt",1,1,605377.505881,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain","thrpt",1,1,66804.640167,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain","thrpt",1,1,6805.833564,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain","thrpt",1,1,624.448527,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain","thrpt",1,1,60.166244,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableConvert","thrpt",1,1,29146636.634229,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableConvert","thrpt",1,1,1488668.680319,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableConvert","thrpt",1,1,155253.992772,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableConvert","thrpt",1,1,16912.241722,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableConvert","thrpt",1,1,1148.514699,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableConvert","thrpt",1,1,125.219014,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableConvert","thrpt",1,1,10.585570,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableDedicated","thrpt",1,1,9219375.769191,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableDedicated","thrpt",1,1,2107903.131950,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableDedicated","thrpt",1,1,279880.709553,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableDedicated","thrpt",1,1,29391.655365,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableDedicated","thrpt",1,1,2706.431704,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableDedicated","thrpt",1,1,43.702512,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowableDedicated","thrpt",1,1,24.165611,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowablePlain","thrpt",1,1,45348960.596032,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowablePlain","thrpt",1,1,4337673.374597,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowablePlain","thrpt",1,1,614250.042872,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowablePlain","thrpt",1,1,62249.245077,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowablePlain","thrpt",1,1,6672.069867,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowablePlain","thrpt",1,1,668.904354,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableConcatMapSinglePerf.flowablePlain","thrpt",1,1,59.926924,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert","thrpt",1,1,38157578.144765,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert","thrpt",1,1,1219396.546533,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert","thrpt",1,1,144256.480557,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert","thrpt",1,1,16647.640052,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert","thrpt",1,1,1774.626049,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert","thrpt",1,1,181.189135,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert","thrpt",1,1,16.514419,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated","thrpt",1,1,7003115.270977,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated","thrpt",1,1,1089624.317063,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated","thrpt",1,1,110253.587294,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated","thrpt",1,1,11307.524949,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated","thrpt",1,1,1141.481976,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated","thrpt",1,1,114.974803,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated","thrpt",1,1,9.295806,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain","thrpt",1,1,101001560.198001,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain","thrpt",1,1,12454941.177611,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain","thrpt",1,1,2071715.310782,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain","thrpt",1,1,291730.942418,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain","thrpt",1,1,21841.587567,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain","thrpt",1,1,3428.103423,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain","thrpt",1,1,223.760373,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,37405970.026654,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,1135014.123232,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,129691.300683,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,13923.713567,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,1595.338827,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,148.323952,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert","thrpt",1,1,15.414681,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,4794091.425596,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,941911.791787,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,101384.367587,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,10392.254239,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,1026.647873,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,106.598431,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated","thrpt",1,1,10.192640,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,97484139.918681,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,8720781.447708,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,1520378.056210,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,185846.190323,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,22025.119719,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,3411.473015,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain","thrpt",1,1,378.740654,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableConvert","thrpt",1,1,28077315.998050,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableConvert","thrpt",1,1,834203.944033,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableConvert","thrpt",1,1,97728.023441,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableConvert","thrpt",1,1,10630.243660,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableConvert","thrpt",1,1,1056.977967,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableConvert","thrpt",1,1,113.005234,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableConvert","thrpt",1,1,10.812807,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated","thrpt",1,1,5111791.150729,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated","thrpt",1,1,971915.920333,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated","thrpt",1,1,96732.796079,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated","thrpt",1,1,10197.237879,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated","thrpt",1,1,953.858656,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated","thrpt",1,1,95.114166,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated","thrpt",1,1,9.459808,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain","thrpt",1,1,44050403.892314,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain","thrpt",1,1,3684060.158877,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain","thrpt",1,1,607567.640654,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain","thrpt",1,1,67589.805946,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain","thrpt",1,1,6664.469476,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain","thrpt",1,1,692.872156,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain","thrpt",1,1,68.559644,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableConvert","thrpt",1,1,28670223.798878,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableConvert","thrpt",1,1,1022063.904837,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableConvert","thrpt",1,1,94666.788945,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableConvert","thrpt",1,1,11061.480088,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableConvert","thrpt",1,1,1118.491937,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableConvert","thrpt",1,1,115.984512,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableConvert","thrpt",1,1,10.568344,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableDedicated","thrpt",1,1,5292648.272729,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableDedicated","thrpt",1,1,961004.609742,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableDedicated","thrpt",1,1,91506.094960,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableDedicated","thrpt",1,1,10008.019884,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableDedicated","thrpt",1,1,1039.251576,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableDedicated","thrpt",1,1,96.889573,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowableDedicated","thrpt",1,1,10.427913,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowablePlain","thrpt",1,1,45022279.122834,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowablePlain","thrpt",1,1,3244603.261382,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowablePlain","thrpt",1,1,608697.618918,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowablePlain","thrpt",1,1,67120.875952,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowablePlain","thrpt",1,1,6881.331332,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowablePlain","thrpt",1,1,672.489111,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableFlatMapSinglePerf.flowablePlain","thrpt",1,1,65.539837,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert","thrpt",1,1,36478610.756541,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert","thrpt",1,1,1393749.781969,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert","thrpt",1,1,176150.744727,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert","thrpt",1,1,19703.332748,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert","thrpt",1,1,1972.516927,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert","thrpt",1,1,195.692383,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert","thrpt",1,1,18.878770,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated","thrpt",1,1,18648286.732534,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated","thrpt",1,1,4204568.322063,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated","thrpt",1,1,455651.852800,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated","thrpt",1,1,41666.544133,NaN,"ops/s",,1000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated","thrpt",1,1,4213.222799,NaN,"ops/s",,10000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated","thrpt",1,1,417.594793,NaN,"ops/s",,100000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated","thrpt",1,1,41.048845,NaN,"ops/s",,1000000,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain","thrpt",1,1,111357088.574046,NaN,"ops/s",,1,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain","thrpt",1,1,2044280.281607,NaN,"ops/s",,10,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain","thrpt",1,1,183958.298527,NaN,"ops/s",,100,,,,,,,
"io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain","thrpt",1,1,18716.232997,NaN,"ops/s",,1000,,,,,,,
